repo_url,repo_name,pr_url,author,title,matching_js_test_files,matched_terms,found_test_keywords,found_async_keywords,total_async_keywords_count,files_changed_in_pr,lines_changed_in_pr,total_test_files,files_with_test_and_async,created_at,merged_at,async_keywords_breakdown,files_async_counts
https://api.github.com/repos/facebook/react,facebook/react,https://github.com/facebook/react/pull/15769,sebmarkbage,[Suspense] Change Suspending and Restarting Heuristics,packages/react-reconciler/src/__tests__/ReactIncrementalPerf-test.internal.js;packages/react-reconciler/src/__tests__/ReactLazy-test.internal.js;packages/react-reconciler/src/__tests__/ReactSuspense-test.internal.js;packages/react-reconciler/src/__tests__/ReactSuspensePlaceholder-test.internal.js;packages/react-reconciler/src/__tests__/ReactSuspenseWithNoopRenderer-test.internal.js;packages/react/src/__tests__/ReactProfiler-test.internal.js,race condition,describe(;it(;test(,async;promise,348,14,870,6,6,2019-05-30T03:21:34Z,2019-05-30T23:37:57Z,promise:199;async:149,packages/react-reconciler/src/__tests__/ReactIncrementalPerf-test.internal.js:4;packages/react-reconciler/src/__tests__/ReactLazy-test.internal.js:55;packages/react-reconciler/src/__tests__/ReactSuspense-test.internal.js:68;packages/react-reconciler/src/__tests__/ReactSuspensePlaceholder-test.internal.js:22;packages/react-reconciler/src/__tests__/ReactSuspenseWithNoopRenderer-test.internal.js:168;packages/react/src/__tests__/ReactProfiler-test.internal.js:31
https://api.github.com/repos/MattyQ/bootstrap,MattyQ/bootstrap,https://github.com/MattyQ/bootstrap/pull/1,MattyQ,Accessibility update tooltip.js tests,js/tests/unit/tooltip.js,race condition,test(,async,32,1,12,1,1,2019-05-29T19:12:16Z,2019-05-29T19:12:33Z,promise:0;async:32,js/tests/unit/tooltip.js:32
https://api.github.com/repos/ericallam/libhoney-js-promise,ericallam/libhoney-js-promise,https://github.com/ericallam/libhoney-js-promise/pull/1,ericallam,Fixes unresolved promises,__tests__/index.test.js,race condition,test(,promise,4,2,33,1,1,2019-05-29T17:31:21Z,2019-05-29T17:32:48Z,promise:4;async:0,__tests__/index.test.js:4
https://api.github.com/repos/aragon/aragon.js,aragon/aragon.js,https://github.com/aragon/aragon.js/pull/317,sohkai,App state caching: improvements++,packages/aragon-wrapper/src/index.test.js,race condition,it(;test(,async;promise,51,9,191,1,1,2019-05-29T01:45:03Z,2019-05-29T07:46:04Z,promise:17;async:34,packages/aragon-wrapper/src/index.test.js:51
https://api.github.com/repos/parse-community/parse-server,parse-community/parse-server,https://github.com/parse-community/parse-server/pull/5668,dplewis,Flaky Tests,spec/schemas.spec.js,flaky test,describe(;it(,async;promise,14,1,6,1,1,2019-06-11T20:38:14Z,2019-06-11T23:31:28Z,promise:12;async:2,spec/schemas.spec.js:14
https://api.github.com/repos/cardstack/portfolio,cardstack/portfolio,https://github.com/cardstack/portfolio/pull/203,habdelra,deal with flaky test,cards/asset-history/node-tests/indexer-test.js,flaky test,describe(;it(,async;promise,16,1,2,1,1,2019-06-11T20:02:28Z,2019-06-11T21:00:52Z,promise:0;async:16,cards/asset-history/node-tests/indexer-test.js:16
https://api.github.com/repos/parse-community/parse-server,parse-community/parse-server,https://github.com/parse-community/parse-server/pull/5666,dplewis,Flaky Tests,spec/schemas.spec.js,flaky test,describe(;it(,async;promise,13,1,30,1,1,2019-06-11T18:51:17Z,2019-06-11T19:05:33Z,promise:12;async:1,spec/schemas.spec.js:13
https://api.github.com/repos/atom/markdown-preview,atom/markdown-preview,https://github.com/atom/markdown-preview/pull/565,nathansobo,Try to fix flaky test by using promises and async/await instead of Jasmine helpers,spec/markdown-preview-spec.js,flaky test,describe(;it(,async;promise,5,1,62,1,1,2019-06-10T18:30:26Z,2019-06-10T19:24:08Z,promise:3;async:2,spec/markdown-preview-spec.js:5
https://api.github.com/repos/PAIR-code/umap-js,PAIR-code/umap-js,https://github.com/PAIR-code/umap-js/pull/17,cannoneyed,Fixes flaky tests by ensuring all random is supplied by the prng,test/umap.test.ts,flaky test,describe(;it(;test(,async,2,7,124,2,1,2019-06-05T22:39:52Z,2019-06-05T22:49:43Z,promise:0;async:2,test/umap.test.ts:2
https://api.github.com/repos/atom/atom,atom/atom,https://github.com/atom/atom/pull/19523,as-cii,Increase timeout for atom-application.test.js on CI,spec/main-process/atom-application.test.js,race condition,describe(;it(,async;promise,143,1,4,1,1,2019-06-13T14:39:07Z,2019-06-13T16:58:02Z,promise:28;async:115,spec/main-process/atom-application.test.js:143
https://api.github.com/repos/nodejs/node,nodejs/node,https://github.com/nodejs/node/pull/28268,BridgeAR,v12.5.0 proposal,deps/node-inspect/test/cli/start-cli.js,race condition;event race;flaky test,it(;test(,promise,2,30,1366,8,1,2019-06-17T19:36:51Z,2019-06-27T13:48:02Z,promise:2;async:0,deps/node-inspect/test/cli/start-cli.js:2
https://api.github.com/repos/nasa/cumulus,nasa/cumulus,https://github.com/nasa/cumulus/pull/1052,Jkovarik,Cumulus 1344 -- Fix api provider unit tests,packages/api/tests/endpoints/providers/list-providers.js;packages/api/tests/endpoints/providers/update-provider.js,race condition,test(,async,11,3,41,2,2,2019-06-14T22:35:21Z,2019-06-17T16:25:23Z,promise:0;async:11,packages/api/tests/endpoints/providers/list-providers.js:5;packages/api/tests/endpoints/providers/update-provider.js:6
https://api.github.com/repos/UMAprotocol/protocol,UMAprotocol/protocol,https://github.com/UMAprotocol/protocol/pull/501,mrice32,Fix flaky test,core/test/Voting.js;core/test/scripts/Voting.js,flaky test,it(,async,23,6,259,2,2,2019-06-18T16:07:29Z,2019-06-18T16:22:16Z,promise:0;async:23,core/test/Voting.js:20;core/test/scripts/Voting.js:3
https://api.github.com/repos/tulios/kafkajs,tulios/kafkajs,https://github.com/tulios/kafkajs/pull/397,JaapRood,Prevent the consumption of messages for topics paused while fetch is in-flight,src/consumer/__tests__/consumeMessages.spec.js;src/consumer/__tests__/instrumentationEvents.spec.js,race condition,describe(;it(;test(,async;promise,60,7,140,2,2,2019-06-14T16:13:12Z,2019-06-18T09:37:10Z,promise:2;async:58,src/consumer/__tests__/consumeMessages.spec.js:36;src/consumer/__tests__/instrumentationEvents.spec.js:24
https://api.github.com/repos/box/box-ui-elements,box/box-ui-elements,https://github.com/box/box-ui-elements/pull/1283,ConradJChan,fix(uploader): MultiputUploads stop hanging in IE11,src/api/uploads/__tests__/MultiputUpload-test.js,race condition,describe(;test(,async;promise,13,2,76,1,1,2019-06-17T20:53:35Z,2019-06-17T22:07:38Z,promise:5;async:8,src/api/uploads/__tests__/MultiputUpload-test.js:13
https://api.github.com/repos/gilmoreorless/moment-timezone-data-webpack-plugin,gilmoreorless/moment-timezone-data-webpack-plugin,https://github.com/gilmoreorless/moment-timezone-data-webpack-plugin/pull/11,sgomes,Add `cacheDir` option to plugin.,test/index.test.js,race condition,describe(;it(,async,18,5,98,2,1,2019-06-14T18:02:24Z,2019-06-17T11:31:33Z,promise:0;async:18,test/index.test.js:18
https://api.github.com/repos/atom/atom,atom/atom,https://github.com/atom/atom/pull/19525,jasonrudolph,Fix flaky test for `Project.onDidChangeFiles()`,spec/project-spec.js,flaky test,describe(;it(,async;promise,8,3,45,1,1,2019-06-13T16:54:56Z,2019-06-14T17:00:23Z,promise:7;async:1,spec/project-spec.js:8
https://api.github.com/repos/parse-community/parse-server,parse-community/parse-server,https://github.com/parse-community/parse-server/pull/5686,davimacedo,Fix ttl flaky test,spec/RedisCacheAdapter.spec.js,flaky test,it(,async;promise,29,1,4,1,1,2019-06-13T19:48:43Z,2019-06-13T20:06:17Z,promise:14;async:15,spec/RedisCacheAdapter.spec.js:29
https://api.github.com/repos/atom/find-and-replace,atom/find-and-replace,https://github.com/atom/find-and-replace/pull/1090,as-cii,Try fixing flaky tests in results-view-spec.js,spec/results-view-spec.js,flaky test,describe(;it(,async;promise,48,1,42,1,1,2019-06-12T12:59:36Z,2019-06-12T13:08:23Z,promise:2;async:46,spec/results-view-spec.js:48
https://api.github.com/repos/parse-community/parse-server,parse-community/parse-server,https://github.com/parse-community/parse-server/pull/5670,dplewis,Flaky Tests,spec/Schema.spec.js,flaky test,describe(;it(,async;promise,7,1,6,1,1,2019-06-12T00:27:04Z,2019-06-12T00:54:23Z,promise:3;async:4,spec/Schema.spec.js:7
https://api.github.com/repos/webex/webex-js-sdk,webex/webex-js-sdk,https://github.com/webex/webex-js-sdk/pull/1222,mattnorris,Skip flaky tests,packages/node_modules/@webex/media-engine-webrtc/test/unit/spec/engine.js;packages/node_modules/@webex/plugin-phone/test/integration/spec/screenshare.js,flaky test,describe(;it(,async;promise,31,5,46,3,2,2019-06-25T14:51:49Z,2019-07-12T16:24:43Z,promise:30;async:1,packages/node_modules/@webex/media-engine-webrtc/test/unit/spec/engine.js:24;packages/node_modules/@webex/plugin-phone/test/integration/spec/screenshare.js:7
https://api.github.com/repos/atom/find-and-replace,atom/find-and-replace,https://github.com/atom/find-and-replace/pull/1091,nathansobo,Construct ResultsView directly to fix some flaky tests,spec/results-view-spec.js,flaky test,describe(;it(,async;promise,44,2,106,1,1,2019-06-20T20:25:07Z,2019-06-20T20:34:11Z,promise:2;async:42,spec/results-view-spec.js:44
https://api.github.com/repos/embarklabs/embark,embarklabs/embark,https://github.com/embarklabs/embark/pull/1680,michaelsbradleyjr,"Fix race conditions related to building embarkjs, make web3 connector an internal plugin",packages/embark-test-runner/src/test.js,race condition,it(,async,8,30,633,1,1,2019-06-24T20:38:58Z,2019-06-27T19:10:13Z,promise:0;async:8,packages/embark-test-runner/src/test.js:8
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/22938,dreamofabear,Fix race and speed up amp-list/amp-bind interaction,extensions/amp-bind/0.1/test/integration/test-bind-impl.js;extensions/amp-list/0.1/test/test-amp-list.js,race condition,describe(;it(,async;promise,69,7,505,2,2,2019-06-20T00:58:01Z,2019-06-25T15:31:23Z,promise:58;async:11,extensions/amp-bind/0.1/test/integration/test-bind-impl.js:30;extensions/amp-list/0.1/test/test-amp-list.js:39
https://api.github.com/repos/eweitz/ideogram,eweitz/ideogram,https://github.com/eweitz/ideogram/pull/154,mj3cheun,Prevent race condition when init called multiple times in quick succession,test/web-test.js,race condition;event race,describe(;it(;test(,async,1,2,83,1,1,2019-06-26T17:08:00Z,2019-07-19T21:17:42Z,promise:0;async:1,test/web-test.js:1
https://api.github.com/repos/alphagov/govuk_publishing_components,alphagov/govuk_publishing_components,https://github.com/alphagov/govuk_publishing_components/pull/970,alex-ju,Update jasmine gem,spec/javascripts/components/accessible-autocomplete-spec.js,flaky test,describe(;it(,async;promise,1,17,3591,11,1,2019-07-02T08:46:01Z,2019-07-03T14:37:47Z,promise:1;async:0,spec/javascripts/components/accessible-autocomplete-spec.js:1
https://api.github.com/repos/videojs/http-streaming,videojs/http-streaming,https://github.com/videojs/http-streaming/pull/573,brandonocasey,test: Fix a tests that could fail via a race condition,test/source-updater.test.js,race condition,test(,async;promise,30,1,3,1,1,2019-06-27T15:22:20Z,2019-06-27T15:43:43Z,promise:3;async:27,test/source-updater.test.js:30
https://api.github.com/repos/rebus-ink/ink-API,rebus-ink/ink-API,https://github.com/rebus-ink/ink-API/pull/336,Marie000,fixing concurrency bug,tests/google-integration/publication-file-upload.test.js,concurrency bug,test(,async;promise,9,3,120,1,1,2019-06-27T15:50:09Z,2019-06-27T16:44:21Z,promise:1;async:8,tests/google-integration/publication-file-upload.test.js:9
https://api.github.com/repos/sindresorhus/del,sindresorhus/del,https://github.com/sindresorhus/del/pull/95,chrisblossom,Prevent race condition on macOS when deleting files ,test.js,race condition;event race,test(,async,10,2,87,1,1,2019-07-08T17:19:24Z,2019-07-12T18:04:58Z,promise:0;async:10,test.js:10
https://api.github.com/repos/sindresorhus/p-map,sindresorhus/p-map,https://github.com/sindresorhus/p-map/pull/21,chrisblossom,Fix test race condition,test.js,race condition,test(,async;promise,18,1,30,1,1,2019-07-15T22:39:53Z,2019-08-18T19:06:27Z,promise:3;async:15,test.js:18
https://api.github.com/repos/ing-bank/lion,ing-bank/lion,https://github.com/ing-bank/lion/pull/183,bashmish,Fix flaky tests,packages/fieldset/test/lion-fieldset.test.js;packages/localize/test/LocalizeMixin.test.js;packages/overlays/test/LocalOverlayController.test.js,flaky test,describe(;it(;test(,async;promise,84,4,170,3,3,2019-07-18T09:41:48Z,2019-07-18T09:52:52Z,promise:2;async:82,packages/fieldset/test/lion-fieldset.test.js:39;packages/localize/test/LocalizeMixin.test.js:15;packages/overlays/test/LocalOverlayController.test.js:30
https://api.github.com/repos/sequelize/sequelize,sequelize/sequelize,https://github.com/sequelize/sequelize/pull/11249,Equals182,Fix: postgresql's ensureEnums (#11053),test/integration/dialects/postgres/dao.test.js,race condition,describe(;it(,promise,7,3,211,2,1,2019-07-30T10:48:03Z,2019-08-04T12:11:48Z,promise:7;async:0,test/integration/dialects/postgres/dao.test.js:7
https://api.github.com/repos/aragon/aragon.js,aragon/aragon.js,https://github.com/aragon/aragon.js/pull/350,sohkai,Wrapper: add global configuration store for cache and event options,packages/aragon-wrapper/src/cache/index.test.js;packages/aragon-wrapper/src/core/proxy/index.test.js;packages/aragon-wrapper/src/index.test.js;packages/aragon-wrapper/src/rpc/handlers/external.test.js,race condition,it(;test(,async;promise,75,13,411,4,4,2019-07-24T15:04:36Z,2019-07-24T16:59:12Z,promise:24;async:51,packages/aragon-wrapper/src/cache/index.test.js:15;packages/aragon-wrapper/src/core/proxy/index.test.js:1;packages/aragon-wrapper/src/index.test.js:55;packages/aragon-wrapper/src/rpc/handlers/external.test.js:4
https://api.github.com/repos/okta/okta-signin-widget,okta/okta-signin-widget,https://github.com/okta/okta-signin-widget/pull/785,haishengwu-okta,Fixes flaky test EnrollWindowHello_spec,test/unit/spec/EnrollWindowsHello_spec.js,flaky test,describe(;it(,promise,1,2,22,1,1,2019-08-01T23:58:42Z,2019-08-02T18:41:49Z,promise:1;async:0,test/unit/spec/EnrollWindowsHello_spec.js:1
https://api.github.com/repos/third-culture-software/bhima,third-culture-software/bhima,https://github.com/third-culture-software/bhima/pull/3828,jniles,chore: update depends,test/end-to-end/patient/registry.merge.spec.js,race condition,describe(;it(,async,2,5,3110,1,1,2019-08-05T15:29:04Z,2019-08-06T16:36:57Z,promise:0;async:2,test/end-to-end/patient/registry.merge.spec.js:2
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/23695,sparhami, 🐛 Fix race condition when opening/closing sidebar.,extensions/amp-sidebar/0.1/test/test-amp-sidebar.js,race condition,describe(;it(,async;promise,10,3,70,1,1,2019-08-05T19:45:11Z,2019-08-05T22:46:37Z,promise:5;async:5,extensions/amp-sidebar/0.1/test/test-amp-sidebar.js:10
https://api.github.com/repos/wix-incubator/carmi,wix-incubator/carmi,https://github.com/wix-incubator/carmi/pull/209,yavorsky,"Consider path, debug, prettier and name options for cache invalidation.",bin/carmi.spec.js,race condition,describe(;it(,async;promise,9,6,96,1,1,2019-08-11T17:42:50Z,2019-08-12T09:08:52Z,promise:2;async:7,bin/carmi.spec.js:9
https://api.github.com/repos/nasa/cumulus,nasa/cumulus,https://github.com/nasa/cumulus/pull/1150,markdboyd,Add wait for granule status to IngestGranuleFailureSpec ,example/spec/parallel/ingestGranule/IngestGranuleFailureSpec.js,race condition,describe(;it(,async;promise,9,1,9,1,1,2019-08-09T18:42:43Z,2019-08-09T20:26:49Z,promise:2;async:7,example/spec/parallel/ingestGranule/IngestGranuleFailureSpec.js:9
https://api.github.com/repos/parcel-bundler/parcel,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel/pull/3419,wbinnssmith,Increase timeouts for unit tests requiring WorkerFarm,packages/core/core/test/AssetGraphBuilder.test.js;packages/core/workers/test/workerfarm.js,flaky test,describe(;it(,async;promise,18,2,7,2,2,2019-08-16T19:39:07Z,2019-08-16T20:00:53Z,promise:3;async:15,packages/core/core/test/AssetGraphBuilder.test.js:3;packages/core/workers/test/workerfarm.js:15
https://api.github.com/repos/OriginProtocol/origin,OriginProtocol/origin,https://github.com/OriginProtocol/origin/pull/3029,nick,Flaky tests,dapps/marketplace/test/index.js,flaky test,describe(;it(,async,83,1,24,1,1,2019-08-19T22:56:49Z,2019-08-19T23:08:08Z,promise:0;async:83,dapps/marketplace/test/index.js:83
https://api.github.com/repos/OriginProtocol/origin,OriginProtocol/origin,https://github.com/OriginProtocol/origin/pull/3020,nick,Another attempt at fixing flaky tests,dapps/marketplace/test/index.js,flaky test,describe(;it(,async,81,19,119,1,1,2019-08-19T17:57:32Z,2019-08-19T20:04:58Z,promise:0;async:81,dapps/marketplace/test/index.js:81
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/24143,estherkim,✅ Remove skipWindows() as a test config,extensions/amp-image-slider/0.1/test/integration/test-amp-image-slider.js,flaky test,describe(;it(,promise,3,8,23,2,1,2019-08-22T15:14:24Z,2019-08-22T17:45:43Z,promise:3;async:0,extensions/amp-image-slider/0.1/test/integration/test-amp-image-slider.js:3
https://api.github.com/repos/decaporg/decap-cms,decaporg/decap-cms,https://github.com/decaporg/decap-cms/pull/2658,erezrokah,Fix (GitHub Backend): handle race condition in editorial workflow,packages/netlify-cms-lib-util/src/__tests__/asyncLock.spec.js,race condition,describe(;it(,async;promise,14,4,163,1,1,2019-09-06T15:07:33Z,2019-09-09T19:56:48Z,promise:8;async:6,packages/netlify-cms-lib-util/src/__tests__/asyncLock.spec.js:14
https://api.github.com/repos/Ontotext-AD/graphdb-workbench,Ontotext-AD/graphdb-workbench,https://github.com/Ontotext-AD/graphdb-workbench/pull/62,svilenvelikov,Fix more flaky tests,test-cypress/integration/explore/graphs.overview.spec.js,flaky test,describe(;it(,promise,1,3,118,2,1,2019-09-09T16:46:37Z,2019-09-09T19:12:32Z,promise:1;async:0,test-cypress/integration/explore/graphs.overview.spec.js:1
https://api.github.com/repos/trezor/connect,trezor/connect,https://github.com/trezor/connect/pull/448,szymonlesisz,version 8.0.3,src/__tests__/core/core.test.js,race condition,describe(;it(;test(,async;promise,7,30,1266,5,1,2019-09-05T13:17:33Z,2019-09-05T14:11:03Z,promise:1;async:4,src/__tests__/core/core.test.js:5
https://api.github.com/repos/scality/Zenko,scality/Zenko,https://github.com/scality/Zenko/pull/846,bennettbuchanan,bugfix: ZENKO-2104 Disable flaky test,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js,flaky test,describe(;it(,async,1,1,3,1,1,2019-09-12T00:28:37Z,2019-09-12T20:42:18Z,promise:0;async:1,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js:1
https://api.github.com/repos/netlify/js-client,netlify/js-client,https://github.com/netlify/js-client/pull/68,ehmicky,Add many unit tests to the core logic,src/index.test.js,race condition,test(,async;promise,39,4,776,2,1,2019-09-12T18:59:38Z,2019-10-04T11:28:04Z,promise:1;async:38,src/index.test.js:39
https://api.github.com/repos/Ontotext-AD/graphdb-workbench,Ontotext-AD/graphdb-workbench,https://github.com/Ontotext-AD/graphdb-workbench/pull/77,svilenvelikov,Fix flaky test for similarity view,test-cypress/integration/explore/similarity.spec.js,flaky test,describe(;it(,async,1,3,79,1,1,2019-09-12T14:46:40Z,2019-09-12T15:23:45Z,promise:0;async:1,test-cypress/integration/explore/similarity.spec.js:1
https://api.github.com/repos/scality/Zenko,scality/Zenko,https://github.com/scality/Zenko/pull/848,bert-e,INTEGRATION [PR#846 > development/1.2] bugfix: ZENKO-2104 Disable flaky test,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js,flaky test,describe(;it(,async,1,1,3,1,1,2019-09-12T16:51:24Z,2019-09-12T20:42:19Z,promise:0;async:1,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js:1
https://api.github.com/repos/MithrilJS/mithril.js,MithrilJS/mithril.js,https://github.com/MithrilJS/mithril.js/pull/2536,dead-claudia,Make errors and their messages more accurate and helpful,ospec/ospec.js,race condition,it(;test(,async;promise,31,14,364,5,1,2019-09-30T19:57:42Z,2019-09-30T20:08:05Z,promise:1;async:1,ospec/ospec.js:2
https://api.github.com/repos/rifflearning/mattermost-webapp,rifflearning/mattermost-webapp,https://github.com/rifflearning/mattermost-webapp/pull/107,mlippert,refactor recommendations,riff_tests/utils/riff/recommendations/channelUtils.test.js;riff_tests/utils/riff/recommendations/meetingUtils.test.js,race condition,describe(;it(,async;promise,11,26,2927,6,2,2019-10-08T16:32:06Z,2019-11-01T14:47:35Z,promise:1;async:10,riff_tests/utils/riff/recommendations/channelUtils.test.js:6;riff_tests/utils/riff/recommendations/meetingUtils.test.js:5
https://api.github.com/repos/plotly/plotly.js,plotly/plotly.js,https://github.com/plotly/plotly.js/pull/4262,etpinard,"Fix ""layout first"" transition race condition",test/jasmine/tests/transition_test.js,race condition,describe(;it(,async;promise,3,2,271,1,1,2019-10-08T21:59:09Z,2019-10-09T13:21:20Z,promise:2;async:1,test/jasmine/tests/transition_test.js:3
https://api.github.com/repos/ethical-jobs/sdk-js-archived,ethical-jobs/sdk-js-archived,https://github.com/ethical-jobs/sdk-js-archived/pull/7,nasimoyz,ATS-72: Add refresh token to auth process,test/auth/refresh.spec.js;test/dispatchRequest.spec.js,race condition,describe(;test(,async,3,9,311,5,2,2019-10-02T23:51:40Z,2019-10-07T22:34:22Z,promise:0;async:3,test/auth/refresh.spec.js:2;test/dispatchRequest.spec.js:1
https://api.github.com/repos/OperationCode/front-end,OperationCode/front-end,https://github.com/OperationCode/front-end/pull/842,distributedlock,feat: prevent form submission double click race condition,components/LoginForm/__tests__/LoginForm.test.js;components/RegistrationForm/__tests__/RegistrationForm.test.js,race condition,describe(;it(;test(,async;promise,20,5,48,2,2,2019-10-05T21:17:05Z,2019-10-06T17:17:32Z,promise:2;async:18,components/LoginForm/__tests__/LoginForm.test.js:9;components/RegistrationForm/__tests__/RegistrationForm.test.js:11
https://api.github.com/repos/nasa/cumulus,nasa/cumulus,https://github.com/nasa/cumulus/pull/1238,markdboyd,CUMULUS-1595: IngestGranuleFailureSpec race condition,example/spec/parallel/ingestGranule/IngestGranuleFailureSpec.js,race condition,describe(;it(,async;promise,9,1,16,1,1,2019-10-14T20:07:37Z,2019-10-15T21:15:45Z,promise:2;async:7,example/spec/parallel/ingestGranule/IngestGranuleFailureSpec.js:9
https://api.github.com/repos/huridocs/uwazi,huridocs/uwazi,https://github.com/huridocs/uwazi/pull/2581,bdittes,Fix flaky,app/api/attachments/specs/attachments.spec.js,flaky test,describe(;it(,async;promise,13,4,85,1,1,2019-10-13T21:38:53Z,2019-10-15T08:00:45Z,promise:3;async:10,app/api/attachments/specs/attachments.spec.js:13
https://api.github.com/repos/elastic/apm-agent-rum-js,elastic/apm-agent-rum-js,https://github.com/elastic/apm-agent-rum-js/pull/457,vigneshshanmugam,chore: upgrade dev dependencies and fix flaky test,packages/rum-core/test/common/apm-server.spec.js;packages/rum-core/test/performance-monitoring/performance-monitoring.spec.js;packages/rum/test/specs/apm-base.spec.js;packages/rum/test/specs/index.spec.js,flaky test,describe(;it(,async;promise,26,11,9149,5,4,2019-10-16T10:15:43Z,2019-12-12T12:57:23Z,promise:24;async:2,packages/rum-core/test/common/apm-server.spec.js:3;packages/rum-core/test/performance-monitoring/performance-monitoring.spec.js:12;packages/rum/test/specs/apm-base.spec.js:3;packages/rum/test/specs/index.spec.js:8
https://api.github.com/repos/Nozbe/WatermelonDB,Nozbe/WatermelonDB,https://github.com/Nozbe/WatermelonDB/pull/534,radex,Fix observeWithColumns glitches,src/observation/observeQueryWithColumns/test.js,race condition,describe(;it(;test(,async,6,9,616,2,1,2019-10-21T06:44:38Z,2019-10-24T08:35:37Z,promise:0;async:6,src/observation/observeQueryWithColumns/test.js:6
https://api.github.com/repos/unfoldingWord/translationCore,unfoldingWord/translationCore,https://github.com/unfoldingWord/translationCore/pull/6494,PhotoNomad0,Bugfix 6430/User is not warned when Create New Repo or Rename repo functions fail,__tests__/GitApi.test.js;__tests__/ProjectDetailsActions.test.js;__tests__/ProjectDetailsHelpers.test.js,race condition,describe(;it(;test(,async;promise,30,14,1698,3,3,2019-10-18T10:21:50Z,2019-10-23T17:46:00Z,promise:6;async:24,__tests__/GitApi.test.js:2;__tests__/ProjectDetailsActions.test.js:23;__tests__/ProjectDetailsHelpers.test.js:5
https://api.github.com/repos/serverless/serverless,serverless/serverless,https://github.com/serverless/serverless/pull/6867,medikoo,Integration tests improvements and fixes,lib/classes/PluginManager.test.js,race condition,describe(;it(,async;promise,7,23,701,3,1,2019-10-21T10:24:49Z,2019-10-23T09:50:14Z,promise:6;async:1,lib/classes/PluginManager.test.js:7
https://api.github.com/repos/ampproject/amphtml,ampproject/amphtml,https://github.com/ampproject/amphtml/pull/25259,micajuine-ho,🐛 Fixed first contentful paint race condition ,extensions/amp-access/0.1/test/test-amp-access-source.js;extensions/amp-access/0.1/test/test-amp-access.js,race condition,it(,promise,92,11,260,2,2,2019-10-25T17:27:42Z,2019-12-17T19:47:08Z,promise:92;async:0,extensions/amp-access/0.1/test/test-amp-access-source.js:4;extensions/amp-access/0.1/test/test-amp-access.js:88
https://api.github.com/repos/embarklabs/embark,embarklabs/embark,https://github.com/embarklabs/embark/pull/2011,jrainville,"Fix ""race condition"" in test app",dapps/tests/app/test/simple_storage_spec.js;dapps/tests/app/test/token_spec.js,race condition,describe(;it(,async,10,6,34,2,2,2019-10-29T19:43:17Z,2019-10-30T17:39:22Z,promise:0;async:10,dapps/tests/app/test/simple_storage_spec.js:6;dapps/tests/app/test/token_spec.js:4
https://api.github.com/repos/code-dot-org/ml-activities,code-dot-org/ml-activities,https://github.com/code-dot-org/ml-activities/pull/112,bethanyaconnor,Remove the pregenerated training file,test/unit/generateOcean.test.js,flaky test,describe(;test(,async,3,2,6207,1,1,2019-10-29T16:03:49Z,2019-10-29T16:13:43Z,promise:0;async:3,test/unit/generateOcean.test.js:3
https://api.github.com/repos/MetaMask/metamask-extension,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension/pull/7333,Gudahtt,Cleanup beforeunload handler after transaction is resolved,test/e2e/address-book.spec.js;test/e2e/from-import-ui.spec.js;test/e2e/metamask-responsive-ui.spec.js;test/e2e/metamask-ui.spec.js;test/e2e/send-edit.spec.js,race condition,describe(;it(;test(,async,187,12,219,5,5,2019-10-31T05:41:17Z,2019-10-31T16:27:23Z,promise:0;async:187,test/e2e/address-book.spec.js:22;test/e2e/from-import-ui.spec.js:31;test/e2e/metamask-responsive-ui.spec.js:22;test/e2e/metamask-ui.spec.js:97;test/e2e/send-edit.spec.js:15
https://api.github.com/repos/SAP/less-openui5,SAP/less-openui5,https://github.com/SAP/less-openui5/pull/100,tobiasso85,[INTERNAL] add test case for nesting race condition,test/test.js,race condition,describe(;it(;test(,promise,1,8,38,1,1,2019-11-12T12:19:22Z,2019-11-14T16:52:01Z,promise:1;async:0,test/test.js:1
https://api.github.com/repos/greenbone/gsa,greenbone/gsa,https://github.com/greenbone/gsa/pull/1777,bjoernricks,Fix flaky policies list page test,gsa/src/web/pages/policies/__tests__/listpage.js,race condition,describe(;test(,async;promise,4,1,4,1,1,2019-11-12T13:09:27Z,2019-11-12T13:20:06Z,promise:1;async:3,gsa/src/web/pages/policies/__tests__/listpage.js:4
https://api.github.com/repos/pouchdb-community/ember-pouch,pouchdb-community/ember-pouch,https://github.com/pouchdb-community/ember-pouch/pull/247,jacobq,"Update test matrix to include 2.18, 3.4, 3.8, and 3.12",tests/integration/adapters/pouch-basics-test.js,race condition,test(,async;promise,47,3,42,1,1,2019-11-11T21:52:30Z,2019-11-11T23:34:50Z,promise:25;async:22,tests/integration/adapters/pouch-basics-test.js:47
